well_id,n_rows,n_curves_in,families,vsh_method,phit_method,sw_method,rho_ma,no_deep_res,apparent_pay_frac,honeypot_score,is_honeypot,honeypot_flags,final_pay_frac,vetoed,violations
070ea204900243aa8b4650681aeeac64,889,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.64,0.0,False,,0.64,False,
07b6a9c7187a4bc3a160a26c750066af,496,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.1028,0.0,False,,0.1028,False,
07d5a7d30b1a490998dd4adbd006d2f0,693,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5859,0.0,False,,0.5859,False,
0897d3c69d144bb58c5124d432dd4f96,291,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.7526,0.0,False,,0.7526,False,
08a5efb6580448f9908d0b5e9c29dfeb,481,11,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.5177,1.0,False,fragile_resistivity_pay,0.5177,False,
08b88f478410445a9e77d14bed3a366a,526,18,CAL|DT|GR|NPHI|PE|RHOB|RT|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4848,0.0,False,,0.4848,False,
08c9992f01f94fe886a8e156aca4bde5,454,13,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2225,0.0,False,,0.2225,False,
08fb17d42bfc45a3884194f597f755ca,245,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3265,0.0,False,,0.3265,False,
09d16b74a4f54b43a747d0d1d8b7c3ea,244,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.8279,0.0,False,,0.8279,False,
09fffc16465f4819bf157ee7b07bc42d,1195,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.6628,0.0,False,,0.6628,False,
0a02bac0ecde4e93bfe72f9878eb836d,578,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1661,0.0,False,,0.1661,False,
0a371dfda0f64272b24c7cd5b7d70e6a,813,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.6064,0.0,False,,0.6064,False,
0a7498d33ffd47148e2b3931870cf69f,668,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.229,0.0,False,,0.229,False,
0a9d1ea2306c4d01b729d9ff65587942,143,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.028,0.0,False,,0.028,False,
0b18eab9ae0148edbcf9cbf607fb0147,591,18,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4112,0.0,False,,0.4112,False,
0bb8e2882ad6426ca529fcfc730d7908,1240,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4419,0.0,False,,0.4419,False,
0be80b6650d44e82984909303362144d,487,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3819,0.0,False,,0.3819,False,
0c3d74f5fa684889ac78442c6d05df52,895,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2313,0.0,False,,0.2313,False,
0c59bb9bd1104fd2a0d8e992e86a47b9,794,15,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.4723,0.0,False,,0.4723,False,
0cb8704054dc47608de0f28728983293,1325,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5525,0.0,False,,0.5525,False,
0d6a3df8f9f54df4bf81c8601d9961c6,998,14,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4489,0.0,False,,0.4489,False,
0d9332063bd14ba69e224d6c9276b3ae,509,11,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.0,0.0,False,,0.0,False,
0da66e1cf8b842eaa11e92196f5ee9d5,215,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.1349,1.0,False,density_neutron_impossible,0.1349,False,
0e71c53a6b164a4b923949199b8cacc8,155,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.0,0.0,False,,0.0,False,
0eb41ddf3553443b90687f4076513d78,925,20,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4951,0.0,False,,0.4951,False,
0ee85d3fcfcd4e69aaf8caaabc130c39,420,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.0976,0.0,False,,0.0976,False,
0eef38575f2f484bb42f65abeff5c26a,822,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.292,0.0,False,,0.292,False,
0effee457908482f8512b9dfbae7cb85,1234,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2512,0.0,False,,0.2512,False,
0f117a3776654487927cd62999b7826c,518,11,CAL|DT|GR|NPHI|PE|RHOB|RT|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1583,0.0,False,,0.1583,False,
0f43ce0462ea471f8500596e5ce3a1c8,408,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5098,0.0,False,,0.5098,False,
0f82f8e1d9e645d9a71f96658c442647,673,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.6612,0.0,False,,0.6612,False,
0fb8928230a446278d65ba49b50dc627,952,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.2017,0.0,False,,0.2017,False,
1005b570d68642d9aaaeadfc3957525e,497,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4105,1.5,False,impossible_porosity_pervasive,0.4105,False,
10dfac37ac4946b294505d1dd5cba522,952,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4359,0.0,False,,0.4359,False,
11a3f34cc694444982a8ee48602a63ce,558,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3369,0.0,False,,0.3369,False,
11bcdd09663b4d50b2b864b858a3248a,1084,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.369,1.0,False,density_neutron_impossible,0.369,False,
128faf2259f24d10ba51a44204f4510d,666,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.0045,0.0,False,,0.0045,False,
12ca01ef590f4e0eb98e10547d6ccdff,493,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.501,0.0,False,,0.501,False,
133ac4f8766a4021b82c3f988b6f41cd,468,14,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.0897,0.0,False,,0.0897,False,
13b4a532e3ea447fa56251d46244d9fd,357,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.2101,0.0,False,,0.2101,False,
14196706720946deaadfd0ec58f7b118,216,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.088,0.0,False,,0.088,False,
144c94959a8a46dd82f9036cbdd045a2,474,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.0717,0.0,False,,0.0717,False,
14c4e168f3c94dca98b0c41ba50c69fd,468,10,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.87,True,0.0,0.0,False,,0.0,False,
14cd7be78a204584b47b542bc22d69e3,958,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2276,0.0,False,,0.2276,False,
14e39492275e4593a2a0b511ddb8e08b,578,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2699,0.0,False,,0.2699,False,
15e8c93423034269867f045203d6c7b7,125,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,degenerate_gr,neutron_density,simandoux_rt,2.65,False,0.0,1.0,False,dead_primary_curve,0.0,False,VSH is all-NaN
16140b8307e54d2290113df2ce4f8929,312,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3077,0.0,False,,0.3077,False,
1660bf50bfc04c6e85d4c6d8b71c00fd,811,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5203,0.0,False,,0.5203,False,
16e93e9a67ec4a3f8cc523e1208dac5f,258,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.655,0.0,False,,0.655,False,
1735a543de6649f29859f081fdd9b8d1,349,14,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.447,1.0,False,dead_primary_curve,0.447,False,
173fc8a390a5491b941356154efc66a7,162,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.0741,0.0,False,,0.0741,False,
1787fb253f9c486b851e5f5540fd45ef,1058,12,CAL|DT|GR|NPHI|PE|RHOB|RT|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4953,0.0,False,,0.4953,False,
1792d7195ead4bb797ae1664cca53f16,458,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2533,0.0,False,,0.2533,False,
17985982829a45dcb57ea813d4263567,1594,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3388,0.0,False,,0.3388,False,
18148cb7283c4a34ba7cc3dd64eec59e,673,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1545,0.0,False,,0.1545,False,
183b4fe5c2274412a717271a499a7639,268,20,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.0522,0.0,False,,0.0522,False,
18af92589ba448d8a609de9aa0524f2c,245,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2531,0.0,False,,0.2531,False,
18b2eee7a6344478b0ddda665db4fc45,1628,14,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3311,0.0,False,,0.3311,False,
1903014472524e2090ccb263f6c4c135,378,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.6032,0.0,False,,0.6032,False,
1984a8e33aba49729af48e4fe9a0c692,674,18,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.0015,0.0,False,,0.0015,False,
19cd4cd21d2146a2bb43a85a664a9af2,363,21,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2424,0.0,False,,0.2424,False,
1a7021f5236d4fb18c60308943deeaeb,784,11,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.87,True,0.426,1.0,False,fragile_resistivity_pay,0.426,False,
1a9659fc83a54b908dd80813aee281a9,438,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.0913,0.0,False,,0.0913,False,
1ba870df769f4b72ac995f39f9ed1a04,394,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3579,0.0,False,,0.3579,False,
1bc6b4c9d770466eb414234e58312729,734,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4796,1.0,False,dead_primary_curve,0.4796,False,
1bd068fd2e3f4364a082d903a14eacf1,782,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.546,0.0,False,,0.546,False,
1bf2798b1b154ab88b2da3eafb556c62,939,16,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4175,0.0,False,,0.4175,False,
1c44ec42a9c741109a67728dfb4f138a,709,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5811,0.0,False,,0.5811,False,
1c9ae580fd694749920151854f0ad659,314,10,DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.87,True,0.3822,1.0,False,fragile_resistivity_pay,0.3822,False,
1cb6762bdfa0435b96f404ff4e8e4ff8,454,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.2247,0.0,False,,0.2247,False,
1d091abafd64459cb1bd6b580b79a409,742,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5377,0.0,False,,0.5377,False,
1dee15dd67d749df826fe8f0ab8f5f99,2296,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.196,0.0,False,,0.196,False,
1e38232af3af416c98a1346d66107ca0,1912,16,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.3562,0.0,False,,0.3562,False,
1e964686c9614fceb65abb1c9ea81ffe,893,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1926,0.0,False,,0.1926,False,
1ee28d636c2c4fbb9bd54e0ad4ea7844,1253,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3144,0.0,False,,0.3144,False,
1fb2f7b60fe347e28acf5c0889417c62,307,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.241,0.0,False,,0.241,False,
1fc54168c419478083772e187deb8a8b,286,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1399,0.0,False,,0.1399,False,
20d7e591f5584e95b1c92420a8c861eb,451,12,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.87,True,0.184,1.0,False,fragile_resistivity_pay,0.184,False,
20d8a6f7e09243d0bba618028fdf62cf,1542,19,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3307,0.0,False,,0.3307,False,
216119e0662e402aaa26caeab7aaeef3,199,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.0,0.0,False,,0.0,False,
21c24bf285904f7fbfadb4d7e0d596b3,787,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5146,0.0,False,,0.5146,False,
21eb8e5aa5ff476e921329770a693d54,1204,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3754,0.0,False,,0.3754,False,
220df64397d9467f9e44c39d30f67133,548,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.5748,0.0,False,,0.5748,False,
22819c615bfe46a59c1435440ce54073,733,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4679,1.0,False,dead_primary_curve,0.4679,False,
22af30f94826496a8a49403c1d17d464,539,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3544,0.0,False,,0.3544,False,
22ea0efc83ad4a83aebcb6f79b8f72f2,909,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5578,0.0,False,,0.5578,False,
22edfbafa9cb481886f10de541912679,470,18,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3021,0.0,False,,0.3021,False,
231901bdd3c24ea5a0db4b34c84aeafb,690,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.3841,0.0,False,,0.3841,False,
23468e3552ba43a9b0fc29eee3a6344b,363,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2287,0.0,False,,0.2287,False,
23c85adfcc324699a0012c003f26ceff,885,15,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.5085,1.0,False,fragile_resistivity_pay,0.5085,False,
241802c0e52c4827a6c6ccb619da8936,161,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5963,0.0,False,,0.5963,False,
241caa85c9484fad8fcb1a50c4522ed2,825,11,CAL|DT|GR|NPHI|PE|RHOB|RT|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.5285,0.0,False,,0.5285,False,
244bc595e36b4aa68f9ad81f4418bcfc,295,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1356,0.0,False,,0.1356,False,
261246ac08124561a5c2b4d4aa41369e,280,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3214,0.0,False,,0.3214,False,
2621dff689d047abaff0ac05b0cf0c8e,552,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.0906,0.0,False,,0.0906,False,
2690c682297a450dbb0612f93f0767a2,516,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3876,0.0,False,,0.3876,False,
27521b796ee4417e99ae52a8cf0767d0,68,15,CAL|DT|GR|NPHI|PE|RHOB|RT|SALINITY|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.0,1.5,False,neg_porosity_pervasive,0.0,False,
2796249facfc404a80e3e48e4d4368f0,251,9,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,True,0.7928,1.0,False,fragile_resistivity_pay,0.7928,False,
282c01bb93b94fb9b89718874203db76,554,10,CAL|DT|GR|NPHI|PE|RHOB|RT|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.1733,0.0,False,,0.1733,False,
287f3841a2d941f19baa22cd506d61ea,746,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3767,0.0,False,,0.3767,False,
28a07f1a9af84d26bd2ddfdf283c5ca1,121,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.0,1.0,False,dead_primary_curve,0.0,False,
28a1ff20e15c4c78b604b62fdf2e2cf9,282,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.2057,0.0,False,,0.2057,False,
290f15eaf8364088936029a241186980,1105,16,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.4136,0.0,False,,0.4136,False,
291ca8b6d90f41029862f8723c53e75d,1201,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3897,0.0,False,,0.3897,False,
2a25bf93b31c47f282c9c2fe9949a115,553,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.87,False,0.4394,0.0,False,,0.4394,False,
2a775616226f44d6a90bdb5e2d258223,1122,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,False,0.3387,0.0,False,,0.3387,False,
