well_id,n_rows,n_curves_in,families,vsh_method,phit_method,sw_method,rho_ma,rw_value,no_deep_res,apparent_pay_frac,honeypot_score,honeypot_suspicion,is_honeypot,veto_reason,honeypot_flags,final_pay_frac,vetoed,violations
03f65be0dc074aa18b22c1bf21a0e2df,344,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0515,False,0.2791,3.0,5.0841,True,hard,raw_oob_violations,0.0,True,
040086c1b6fd4abfb585e3bfe78244b4,322,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1354,False,0.0,0.0,0.1923,True,fill,,0.0,True,
04a27469892a4fabb084f2f2b5bbca09,1014,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.2051,0.0,0.002,False,,,0.2051,False,
0520c101e4e04507808cdba98cb10377,517,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.207,0.0,0.0048,False,,,0.207,False,
05360fcd060e4183bb33f5fe50d4d1b3,557,10,CAL|DT|GR|NPHI|PE|RHOB|RT|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.5404,False,0.0754,0.0,0.0205,True,fill,,0.0,True,
0555f245365447d5bc4adc153cc34980,151,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.05,False,0.0795,0.0,0.6279,False,,,0.0795,False,
05cc418b68194a9ea4fbbb4affde607b,1153,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.1223,0.0,0.0,False,,,0.1223,False,
05f283f468de4325a1cef03b23682244,200,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.12,0.0,0.7295,False,,,0.12,False,
0614f545342d4277bce3d918d617daca,594,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1375,False,0.0034,0.0,0.0886,True,fill,,0.0,True,
061756c2dff340249661ed788b40d1dc,896,14,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.327,False,0.0658,0.0,0.15,True,fill,,0.0,True,
068f5ccb27504188a42183155bda4bb0,1009,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.5278,False,0.0981,3.0,4.4136,True,hard,raw_oob_violations,0.0,True,
06da48c78e6e4e1095bf12be7053fb3f,613,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0994,False,0.0326,3.0,4.4476,True,hard,raw_oob_violations,0.0,True,
070cdd6c286447b5971bcdbdae557847,803,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.1121,0.0,0.0443,False,,,0.1121,False,
070ea204900243aa8b4650681aeeac64,889,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.4637,False,0.081,0.0,0.0959,False,,,0.081,False,
07b6a9c7187a4bc3a160a26c750066af,496,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0384,False,0.0544,3.0,3.6988,True,hard,raw_oob_violations,0.0,True,
07d5a7d30b1a490998dd4adbd006d2f0,693,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.546,False,0.0317,0.0,0.0061,True,fill,,0.0,True,
0897d3c69d144bb58c5124d432dd4f96,291,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.5234,False,0.1924,0.0,0.0073,False,,,0.1924,False,
08a5efb6580448f9908d0b5e9c29dfeb,481,11,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,0.05,True,0.2225,0.5,0.5174,False,,fragile_resistivity_pay,0.2225,False,
08b88f478410445a9e77d14bed3a366a,526,18,CAL|DT|GR|NPHI|PE|RHOB|RT|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.0646,0.0,0.0428,True,fill,,0.0,True,
08c9992f01f94fe886a8e156aca4bde5,454,13,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0247,False,0.0947,0.0,0.0567,False,,,0.0947,False,
08fb17d42bfc45a3884194f597f755ca,245,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.1224,0.0,0.4976,False,,,0.1224,False,
09d16b74a4f54b43a747d0d1d8b7c3ea,244,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.5055,False,0.0164,0.0,0.0,True,fill,,0.0,True,
09fffc16465f4819bf157ee7b07bc42d,1195,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.5587,False,0.0812,0.0,0.0,False,,,0.0812,False,
0a02bac0ecde4e93bfe72f9878eb836d,578,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1343,False,0.0052,0.0,0.378,True,fill,,0.0,True,
0a371dfda0f64272b24c7cd5b7d70e6a,813,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.0074,0.0,0.0025,True,fill,,0.0,True,
0a7498d33ffd47148e2b3931870cf69f,668,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1185,False,0.0015,0.0,0.2207,True,fill,,0.0,True,
0a9d1ea2306c4d01b729d9ff65587942,143,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.05,False,0.021,0.0,1.0029,True,fill,,0.0,True,
0b18eab9ae0148edbcf9cbf607fb0147,591,18,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1601,False,0.0085,0.0,0.0068,True,fill,,0.0,True,
0bb8e2882ad6426ca529fcfc730d7908,1240,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.5274,False,0.1476,0.0,0.0016,False,,,0.1476,False,
0be80b6650d44e82984909303362144d,487,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1359,False,0.0041,0.0,0.0144,True,fill,,0.0,True,
0c3d74f5fa684889ac78442c6d05df52,895,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.1385,0.0,0.0122,False,,,0.1385,False,
0c59bb9bd1104fd2a0d8e992e86a47b9,794,15,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0743,False,0.2028,0.0,0.0902,False,,,0.2028,False,
0cb8704054dc47608de0f28728983293,1325,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.125,False,0.0091,0.0,0.0015,True,fill,,0.0,True,
0d6a3df8f9f54df4bf81c8601d9961c6,998,14,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,0.1132,False,0.004,0.0,0.0822,True,fill,,0.0,True,
0d9332063bd14ba69e224d6c9276b3ae,509,11,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,0.05,True,0.0,0.0,0.206,True,fill,,0.0,True,
0da66e1cf8b842eaa11e92196f5ee9d5,215,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.05,False,0.0,3.0,4.3155,True,hard,density_neutron_impossible,0.0,True,
0e71c53a6b164a4b923949199b8cacc8,155,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.0,0.0,0.8423,True,fill,,0.0,True,
0eb41ddf3553443b90687f4076513d78,925,20,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0973,False,0.1514,0.0,0.0405,False,,,0.1514,False,
0ee85d3fcfcd4e69aaf8caaabc130c39,420,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0203,False,0.0976,0.0,0.5138,False,,,0.0976,False,
0eef38575f2f484bb42f65abeff5c26a,822,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0689,False,0.0061,0.0,0.024,True,fill,,0.0,True,
0effee457908482f8512b9dfbae7cb85,1234,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.2123,0.0,0.0736,False,,,0.2123,False,
0f117a3776654487927cd62999b7826c,518,11,CAL|DT|GR|NPHI|PE|RHOB|RT|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0495,False,0.0405,0.0,0.1248,True,fill,,0.0,True,
0f43ce0462ea471f8500596e5ce3a1c8,408,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.5067,False,0.0735,0.0,0.0102,True,fill,,0.0,True,
0f82f8e1d9e645d9a71f96658c442647,673,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.1575,0.0,0.6808,False,,,0.1575,False,
0fb8928230a446278d65ba49b50dc627,952,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0938,False,0.0021,0.0,0.5183,True,fill,,0.0,True,
1005b570d68642d9aaaeadfc3957525e,497,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.1509,6.0,7.9611,True,hard,impossible_porosity_pervasive|raw_oob_violations,0.0,True,
10dfac37ac4946b294505d1dd5cba522,952,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.4251,False,0.02,0.0,0.0592,True,fill,,0.0,True,
11a3f34cc694444982a8ee48602a63ce,558,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0714,False,0.095,0.0,0.0317,False,,,0.095,False,
11bcdd09663b4d50b2b864b858a3248a,1084,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0731,False,0.179,3.0,3.9496,True,hard,density_neutron_impossible,0.0,True,
128faf2259f24d10ba51a44204f4510d,666,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.0015,0.0,1.092,True,fill,,0.0,True,
12ca01ef590f4e0eb98e10547d6ccdff,493,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.5352,False,0.1055,0.0,0.0,False,,,0.1055,False,
133ac4f8766a4021b82c3f988b6f41cd,468,14,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.0641,0.0,0.0398,True,fill,,0.0,True,
13b4a532e3ea447fa56251d46244d9fd,357,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.056,0.0,0.0542,True,fill,,0.0,True,
14196706720946deaadfd0ec58f7b118,216,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.05,False,0.0185,0.0,0.1086,True,fill,,0.0,True,
144c94959a8a46dd82f9036cbdd045a2,474,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1018,False,0.0,0.0,0.6409,True,fill,,0.0,True,
14c4e168f3c94dca98b0c41ba50c69fd,468,10,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,0.05,True,0.0,0.0,0.802,True,fill,,0.0,True,
14cd7be78a204584b47b542bc22d69e3,958,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1182,False,0.0741,0.0,0.4098,True,fill,,0.0,True,
14e39492275e4593a2a0b511ddb8e08b,578,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1359,False,0.0017,0.0,0.5935,True,fill,,0.0,True,
15e8c93423034269867f045203d6c7b7,125,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,neutron_density,neutron_density,simandoux_rt,2.65,0.05,False,0.064,1.5,1.5,True,fill,dead_primary_curve,0.0,True,
16140b8307e54d2290113df2ce4f8929,312,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.03,False,0.2308,3.0,4.7075,True,hard,raw_oob_violations,0.0,True,
1660bf50bfc04c6e85d4c6d8b71c00fd,811,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0526,False,0.2787,0.0,0.0107,False,,,0.2787,False,
16e93e9a67ec4a3f8cc523e1208dac5f,258,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.5984,False,0.0271,0.0,0.0262,True,fill,,0.0,True,
1735a543de6649f29859f081fdd9b8d1,349,14,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1364,False,0.0,4.5,6.3052,True,hard,dead_primary_curve|raw_oob_violations,0.0,True,
173fc8a390a5491b941356154efc66a7,162,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.05,False,0.0679,0.0,0.4348,True,fill,,0.0,True,
1787fb253f9c486b851e5f5540fd45ef,1058,12,CAL|DT|GR|NPHI|PE|RHOB|RT|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1417,False,0.0,0.0,0.0057,True,fill,,0.0,True,
1792d7195ead4bb797ae1664cca53f16,458,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.4766,False,0.0218,3.0,3.8131,True,hard,raw_oob_violations,0.0,True,
17985982829a45dcb57ea813d4263567,1594,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,0.1388,False,0.0,0.0,0.4083,True,fill,,0.0,True,
18148cb7283c4a34ba7cc3dd64eec59e,673,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0982,False,0.0089,0.0,0.2202,True,fill,,0.0,True,
183b4fe5c2274412a717271a499a7639,268,20,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.05,False,0.0299,0.0,0.7065,True,fill,,0.0,True,
18af92589ba448d8a609de9aa0524f2c,245,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,0.0444,False,0.1265,0.0,0.0125,False,,,0.1265,False,
18b2eee7a6344478b0ddda665db4fc45,1628,14,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.1634,0.0,0.0168,False,,,0.1634,False,
1903014472524e2090ccb263f6c4c135,378,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.1296,0.0,0.0111,False,,,0.1296,False,
1984a8e33aba49729af48e4fe9a0c692,674,18,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.0015,0.0,0.3139,True,fill,,0.0,True,
19cd4cd21d2146a2bb43a85a664a9af2,363,21,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0633,False,0.0523,3.0,4.4261,True,hard,raw_oob_violations,0.0,True,
1a7021f5236d4fb18c60308943deeaeb,784,11,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,0.05,True,0.3508,0.5,0.5487,False,,fragile_resistivity_pay,0.3508,False,
1a9659fc83a54b908dd80813aee281a9,438,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,0.0398,False,0.0,0.0,0.4011,True,fill,,0.0,True,
1ba870df769f4b72ac995f39f9ed1a04,394,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.0482,0.0,0.0103,True,fill,,0.0,True,
1bc6b4c9d770466eb414234e58312729,734,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.4183,1.5,1.5224,False,,dead_primary_curve,0.4183,False,
1bd068fd2e3f4364a082d903a14eacf1,782,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.5227,False,0.0422,0.0,0.0221,True,fill,,0.0,True,
1bf2798b1b154ab88b2da3eafb556c62,939,16,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1454,False,0.0,0.0,0.0745,True,fill,,0.0,True,
1c44ec42a9c741109a67728dfb4f138a,709,17,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1256,False,0.2045,0.0,0.0,False,,,0.2045,False,
1c9ae580fd694749920151854f0ad659,314,10,DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,0.05,True,0.328,0.5,0.5169,False,,fragile_resistivity_pay,0.328,False,
1cb6762bdfa0435b96f404ff4e8e4ff8,454,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1183,False,0.0,0.0,0.1709,True,fill,,0.0,True,
1d091abafd64459cb1bd6b580b79a409,742,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.4526,False,0.1496,3.0,4.253,True,hard,raw_oob_violations,0.0,True,
1dee15dd67d749df826fe8f0ab8f5f99,2296,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.1202,0.0,0.1099,False,,,0.1202,False,
1e38232af3af416c98a1346d66107ca0,1912,16,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.0805,0.0,0.0637,False,,,0.0805,False,
1e964686c9614fceb65abb1c9ea81ffe,893,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.3396,False,0.0582,0.0,0.0122,True,fill,,0.0,True,
1ee28d636c2c4fbb9bd54e0ad4ea7844,1253,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.1995,0.0,0.0629,False,,,0.1995,False,
1fb2f7b60fe347e28acf5c0889417c62,307,12,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.431,False,0.0391,0.0,0.0406,True,fill,,0.0,True,
1fc54168c419478083772e187deb8a8b,286,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP|TEMP,gr_linear,neutron_density,simandoux_rt,2.65,0.0248,False,0.0594,0.0,0.2376,True,fill,,0.0,True,
20d7e591f5584e95b1c92420a8c861eb,451,12,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,0.05,True,0.0133,0.0,0.5112,True,fill,,0.0,True,
20d8a6f7e09243d0bba618028fdf62cf,1542,19,BIT|CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SALINITY|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.0275,False,0.1381,0.0,0.0733,False,,,0.1381,False,
216119e0662e402aaa26caeab7aaeef3,199,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.05,False,0.0,0.0,0.026,True,fill,,0.0,True,
21c24bf285904f7fbfadb4d7e0d596b3,787,16,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1592,False,0.0025,0.0,0.008,True,fill,,0.0,True,
21eb8e5aa5ff476e921329770a693d54,1204,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.4768,False,0.0714,0.0,0.0383,True,fill,,0.0,True,
220df64397d9467f9e44c39d30f67133,548,10,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.1752,0.0,0.0156,False,,,0.1752,False,
22819c615bfe46a59c1435440ce54073,733,9,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1363,False,0.0014,4.5,6.0416,True,hard,dead_primary_curve|raw_oob_violations,0.0,True,
22af30f94826496a8a49403c1d17d464,539,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1353,False,0.0,0.0,0.0119,True,fill,,0.0,True,
22ea0efc83ad4a83aebcb6f79b8f72f2,909,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.6,False,0.0693,0.0,0.0374,True,fill,,0.0,True,
22edfbafa9cb481886f10de541912679,470,18,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.4183,False,0.0298,0.0,0.145,True,fill,,0.0,True,
231901bdd3c24ea5a0db4b34c84aeafb,690,13,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.4625,False,0.0348,0.0,0.0653,True,fill,,0.0,True,
23468e3552ba43a9b0fc29eee3a6344b,363,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.2039,0.0,0.0276,False,,,0.2039,False,
23c85adfcc324699a0012c003f26ceff,885,15,CAL|DT|GR|NPHI|PE|RHOB|RXO|SP,gr_linear,neutron_density,simandoux_rxo_fallback,2.65,0.05,True,0.4339,0.5,0.507,False,,fragile_resistivity_pay,0.4339,False,
241802c0e52c4827a6c6ccb619da8936,161,11,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1562,False,0.0,0.0,0.5004,True,fill,,0.0,True,
241caa85c9484fad8fcb1a50c4522ed2,825,11,CAL|DT|GR|NPHI|PE|RHOB|RT|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.1181,False,0.0,0.0,0.0026,True,fill,,0.0,True,
244bc595e36b4aa68f9ad81f4418bcfc,295,15,CAL|DT|GR|NPHI|PE|RHOB|RT|RXO|SP,gr_linear,neutron_density,simandoux_rt,2.65,0.02,False,0.0881,0.0,0.0082,False,,,0.0881,False,
