file,date_format,comp,srvc,null_val,num_curves,num_params,has_other,start,stop,step,decimal_places,trailing_zeros,total_values,trailing_zeros_pct
41e450058e964069b34c95bab2fc5b4c.las,09-Feb-2020,Sideways Energy,SQR,-999.2500,14,8,True,4291.50000,4800.50000,0.50000,"(5,)",1227,14266,0.08600869199495303
67727a7b84d8479da3ce84c19b9e0341.las,19891217,Offshore ASA,Tool Diagnostics,-999.2500,13,9,True,4324.00000,4474.50000,0.50000,"(5,)",352,3926,0.08965868568517575
ba5a477dc5f24f1993c3f76fa9212e21.las,06/14/2002,Steven Power,Super Cool Company,-999.2500,13,8,True,8900.50000,9500.50000,0.50000,"(5,)",1366,15613,0.08749119323640556
2debac8b28fd4a21a80d68cb788ff99c.las,2017-06-02,,Special data,-999.2500,13,9,True,4711.50000,4890.00000,0.50000,"(5,)",671,4654,0.14417705199828104
ab6d2876e70c4dca98d2c304ec6186d6.las,01/09/2013,Offshore ASA,Downholeloggers,-999.2500,12,9,True,3367.50000,3486.50000,0.50000,"(5,)",290,2868,0.10111576011157601
3ee9dfef4f714dd2b5ef92eae0659c10.las,10-19-1991,Summertime Power,HBX,-999.2500,10,8,True,4598.00000,5066.50000,0.50000,"(5,)",2031,9380,0.21652452025586355
9336a5b2827143368634523d62391d96.las,02/08/1999,Offshore ASA,SQR,-999.2500,10,9,True,8855.00000,9601.50000,0.50000,"(5,)",1720,14940,0.11512717536813923
a16bd326bbcc459ca1e8210d28e5c01e.las,"Sep 24, 1987",The Oil & Gas,SQR,-999.2500,13,8,True,7130.50000,7244.50000,0.50000,"(5,)",232,2977,0.07793080282163252
c0e45b8eeaf944c4826ef8cf49c395e2.las,20100210,Offshore ASA,Johns Wireline,-999.2500,17,9,True,7039.00000,7265.00000,0.50000,"(5,)",491,7701,0.06375795351253084
6b6247d738db40859f689615c36e1517.las,20140917,Sideways Energy,TLA,-999.2500,13,8,True,2845.50000,3237.50000,0.50000,"(5,)",2280,9464,0.24091293322062554
2c2f3d1dda154e509939e77646323de1.las,06-08-2006,CompletePowers,TLA,-999.2500,17,9,True,4509.50000,4660.00000,0.50000,"(5,)",438,5134,0.08531359563693026
7bbec0f9363a40f0afe6a68f09d42dce.las,11/08/2020,Sideways Energy,Super Cool Company,-999.2500,14,8,True,5854.00000,6296.50000,0.50000,"(5,)",1068,12404,0.08610125765881974
c3b8a9c281dc4f2ebcf3916ec085c13c.las,08/10/2012,Exploration Inc.,Examine,-999.2500,17,9,True,4742.50000,4981.50000,0.50000,"(5,)",620,8143,0.07613901510499815
e213148df85d410a8ccd2a42d06a4108.las,01/04/23,Oil Exploration,LSP,-999.2500,17,8,True,8972.00000,9509.00000,0.50000,"(5,)",1376,18275,0.07529411764705882
38f6d9ad73b4427b855a3bb8f56524d1.las,"Mar 25, 2023",CompletePowers,WRF,-999.2500,11,8,True,7867.00000,8076.50000,0.50000,"(5,)",437,4620,0.09458874458874458
9f67d2a0837848f8879901fcc8555da7.las,04/16/2022,Offshore ASA,BaH,-999.2500,20,8,True,7393.00000,7700.50000,0.50000,"(5,)",690,12320,0.056006493506493504
79e991ba37f74e228cde0aac59ddcc90.las,19/05/2011,Summertime Power,HBX,-999.2500,11,9,True,4308.00000,4372.00000,0.50000,"(5,)",155,1419,0.10923185341789993
0f82f8e1d9e645d9a71f96658c442647.las,01/07/23,Basin Resources LLC,BaH,-999.2500,17,9,True,5527.50000,5863.50000,0.50000,"(5,)",1933,11441,0.16895376278297353
030a6ceaabf5430ea30acd671d0d2aa7.las,2005-12-09,Ocean Petroleum,Specialized Drilling,-999.2500,11,8,True,2334.00000,2532.50000,0.50000,"(5,)",441,4378,0.1007309273640932
0cb8704054dc47608de0f28728983293.las,11-Aug-2008,Lots of Arrows,WRF,-999.2500,14,8,True,5908.50000,6570.50000,0.50000,"(5,)",1365,18550,0.07358490566037736
aa4c813d35a24336bf10bcb7252ccd6e.las,23/10/1994,Lots of Arrows,Johns Wireline,-999.2500,12,9,True,5969.00000,6221.50000,0.50000,"(5,)",887,6072,0.14608036890645587
597035d82cfe41faaebd924b13790157.las,19921110,CompletePowers,WRF,-999.2500,19,9,True,5351.50000,5506.50000,0.50000,"(5,)",560,5909,0.09477068877982738
bb23d425ae744c6d984bcb99ec315682.las,07-09-2005,Con Resources,WRF,-999.2500,18,8,True,7797.00000,8197.50000,0.50000,"(5,)",881,14436,0.061027985591576614
68e810375d1449fba91f9c65933a9709.las,05/25/2010,Lots of Arrows,Examine,-999.2500,11,8,True,7946.00000,8220.00000,0.50000,"(5,)",623,6039,0.10316277529392283
39a43c6195b54e1a80b5a217a7718942.las,08-Nov-1989,Exploration Inc.,Specialized Drilling,-999.2500,13,8,True,8744.00000,8913.00000,0.50000,"(5,)",382,4407,0.08668028137054686
e60076b801b5448d9d27c6a21cebc3b0.las,04/20/91,,SQR,-999.2500,12,8,True,7602.00000,7858.50000,0.50000,"(5,)",566,6168,0.0917639429312581
fb2e7e9aaa3146dc81463fed92e31468.las,15-Apr-1995,Rock Energy,Johns Wireline,-999.2500,12,9,True,2950.50000,3474.50000,0.50000,"(5,)",1276,12588,0.1013663806800127
061756c2dff340249661ed788b40d1dc.las,10/07/2001,Exploration Inc.,Special data,-999.2500,15,8,True,4338.00000,4785.50000,0.50000,"(5,)",1106,13440,0.08229166666666667
02a3d8c533f94c078f62f801cb88148d.las,2021-09-08,Kangaroo Ltd,BaH,-999.2500,12,9,True,5330.50000,5453.50000,0.50000,"(5,)",401,1956,0.20501022494887525
5a5bc1b1ec7a41f495f1872c851d19c0.las,05/22/06,Con Resources,Downholeloggers,-999.2500,12,10,True,7371.00000,7518.50000,0.50000,"(5,)",303,3552,0.08530405405405406
ff474e749142418b90c167f465c241b2.las,2001-09-13,Sideways Energy,HBX,-999.2500,11,8,True,7159.50000,7895.50000,0.50000,"(5,)",1825,16203,0.11263346293896193
01cb6035729e431a9153167ad247edfc.las,"Aug 10, 2011",Boa Energy,HBX,-999.2500,12,9,True,9104.00000,9541.00000,0.50000,"(5,)",924,10500,0.088
f8699e9056c74c8ebaa25f2b6e90352c.las,2019-02-17,Rock Energy,TLA,-999.2500,15,9,True,7756.50000,8290.50000,0.50000,"(5,)",1189,16035,0.07415029622700343
08a5efb6580448f9908d0b5e9c29dfeb.las,03-09-2006,Murph Oil,LSP,-999.2500,12,8,True,7101.50000,7341.50000,0.50000,"(5,)",579,5772,0.10031185031185032
e69975de8dcb4235b4ab9b98d8a9e28d.las,08-13-2019,,DHL,-999.2500,16,9,True,6267.00000,6881.00000,0.50000,"(5,)",2591,19664,0.13176362896663954
c99033dbe7bb4dad8951879a1ff57d7d.las,2015-09-02,Exploration Inc.,DHL,-999.2500,11,8,True,4214.00000,4437.00000,0.50000,"(5,)",548,4917,0.1114500711816148
a0e28777844d46c1abec5380b4b07649.las,09/25/91,,Specialized Drilling,-999.2500,13,8,True,7813.50000,8149.00000,0.50000,"(5,)",792,8736,0.09065934065934066
bd3276400e6347d99a1c1119eae23734.las,02-10-1985,Exploration Inc.,Special data,-999.2500,12,9,True,4744.50000,5470.00000,0.50000,"(5,)",1722,17424,0.09882920110192837
e5b3fd61e33f42db9dcace8372d1eddc.las,2021-07-25,Kangaroo Ltd,TLA,-999.2500,15,9,True,2892.50000,2972.00000,0.50000,"(5,)",167,2400,0.06958333333333333
1bf2798b1b154ab88b2da3eafb556c62.las,"Nov 05, 2023",Con Resources,TLA,-999.2500,17,9,True,8266.50000,8735.50000,0.50000,"(5,)",1038,15963,0.06502537117083255
9cde2712a4b84972b695628912fa93b6.las,10-03-1991,Deepwell Energy Corp,Examine,-999.2500,14,9,True,7469.00000,8071.50000,0.50000,"(5,)",1332,16884,0.07889125799573561
7793cf107fb24b25a6e0d412b742505a.las,04-May-1986,Rock Energy,WRF,-999.2500,12,9,True,4405.50000,4868.00000,0.50000,"(5,)",1535,9828,0.1561864061864062
6fbdd8ffe8f444d7b7338764d20a5c98.las,08/09/1994,Boa Energy,WRF,-999.2500,19,9,True,4127.00000,4408.50000,0.50000,"(5,)",646,10716,0.06028368794326241
4e5f407c4cc34df69b41057ed8d1eb55.las,12/14/2011,,WRF,-999.2500,11,8,True,7782.50000,8154.50000,0.50000,"(5,)",779,8195,0.09505796217205613
4a86fdc7116d483293eab27839d0df90.las,01/05/1999,Bivalve E&P,WRF,-999.2500,13,9,True,3449.50000,3830.50000,0.50000,"(5,)",1221,7943,0.15372025682991314
9710ad84d3344403ad1d5bcf0dd97b86.las,09-Apr-2012,Kangaroo Ltd,HBX,-999.2500,10,8,True,8065.00000,8338.50000,0.50000,"(5,)",676,5480,0.12335766423357664
4a6f361ce59541a0909cb6c6b5d594cb.las,28/06/2000,Bivalve E&P,HBX,-999.2500,14,8,True,4679.00000,5079.00000,0.50000,"(5,)",1628,11214,0.1451756732655609
937471db8af84267b3cafafa49ff5cb7.las,2019-08-23,Lake Energy,Special data,-999.2500,11,8,True,7514.00000,7681.00000,0.50000,"(5,)",347,3685,0.09416553595658073
ffddd41006a3471ca0ea43259d977059.las,1988-05-03,Summertime Power,DHL,-999.2500,12,9,True,2144.00000,2509.00000,0.50000,"(5,)",924,8772,0.10533515731874145
8290ba756cc54703b8a687cd7d945b18.las,19880128,Lots of Arrows,HBX,-999.2500,19,8,True,4166.00000,4329.00000,0.50000,"(5,)",429,3496,0.12271167048054919
3b632e78ee064229a56838341a7488cc.las,10-Dec-2020,Demont Energy,Specialized Drilling,-999.2500,20,8,True,7672.50000,7940.00000,0.50000,"(5,)",586,10720,0.054664179104477614
9f1930361439466e8a2d227cf700860b.las,04-Jul-1995,Bivalve E&P,Super Cool Company,-999.2500,15,8,True,7150.00000,7664.50000,0.50000,"(5,)",1184,15450,0.07663430420711974
ca4689b32c4140ec8d9bc8818889150d.las,07/25/2023,Rock Energy,Super Cool Company,-999.2500,12,9,True,5905.50000,6173.00000,0.50000,"(5,)",1065,6432,0.16557835820895522
8a684971d7494407bb79a3964bfac88a.las,"Nov 19, 2013",Deepwell Energy Corp,Tool Diagnostics,-999.2500,14,8,True,3756.00000,3895.50000,0.50000,"(5,)",309,2394,0.12907268170426064
e3fad88129ac4089b929a4883e260cc4.las,2021-02-21,Exploration Inc.,Johns Wireline,-999.2500,16,8,True,7344.50000,7884.50000,0.50000,"(5,)",1549,16160,0.0958539603960396
b6675b01f1f64cf9a0f4c4d6a2902942.las,06/05/95,Deepwell Energy Corp,SQR,-999.2500,11,10,True,4826.00000,5012.00000,0.50000,"(5,)",744,4103,0.18133073360955398
2d5a1b2d1f3945eb9a4b2042c2be3886.las,20181207,Murph Oil,Tool Diagnostics,-999.2500,14,9,True,4481.50000,4626.50000,0.50000,"(5,)",541,4074,0.132793323514973
b5499bcc4ecd434886faa4fed2de2fc3.las,05/04/1989,Demont Energy,SQR,-999.2500,15,9,True,3535.00000,3769.00000,0.50000,"(5,)",611,5655,0.10804597701149425
690c9f8cc0d7411e87cc78d3f46643f1.las,06/03/88,Chad Power,SQR,-999.2500,11,8,True,5935.50000,6357.00000,0.50000,"(5,)",948,9284,0.10211115898319689
d2c0259526b34681931d9141dd509302.las,20110604,Steven Power,DHL,-999.2500,12,8,True,3377.00000,3825.50000,0.50000,"(5,)",965,10776,0.08955085374907201
cded5e12318a4748b35946747bdbd5d2.las,10/26/1993,Lama Corp,Super Cool Company,-999.2500,12,9,True,7133.50000,7266.00000,0.50000,"(5,)",267,3192,0.08364661654135339
82b88d129a9c4bab815831863cf87211.las,12-Jan-2003,Murph Oil,Super Cool Company,-999.2500,13,8,True,7459.00000,7904.50000,0.50000,"(5,)",915,11596,0.07890651948947913
fc9cabfd1b0147759ce16f0e4e5cb58e.las,01-05-2008,,Tool Diagnostics,-999.2500,11,8,True,4891.00000,5191.50000,0.50000,"(5,)",1181,6622,0.17834491090305044
0f117a3776654487927cd62999b7826c.las,10/07/2016,Basin Resources LLC,WRF,-999.2500,12,8,True,5431.00000,5689.50000,0.50000,"(5,)",580,6216,0.0933075933075933
1e964686c9614fceb65abb1c9ea81ffe.las,10/16/22,Boa Energy,LSP,-999.2500,12,8,True,4180.00000,4626.00000,0.50000,"(5,)",1752,10716,0.16349384098544234
068f5ccb27504188a42183155bda4bb0.las,13/09/1992,Lake Energy,Super Cool Company,-999.2500,18,9,True,4536.50000,5040.50000,0.50000,"(5,)",2125,18162,0.11700253276070917
1d091abafd64459cb1bd6b580b79a409.las,28-Jul-1988,Exploration Inc.,TLA,-999.2500,13,8,True,3939.00000,4309.50000,0.50000,"(5,)",790,9646,0.08189923284262907
52783ab017664d4cbf39dd34d8546232.las,01/28/90,Lots of Arrows,WRF,-999.2500,20,8,True,8268.00000,8770.50000,0.50000,"(5,)",1113,20120,0.055318091451292246
ba5a768403d743afa27a80795d3ee64b.las,"Mar 04, 2023",Oil Exploration,TLA,-999.2500,11,8,True,8666.00000,9295.00000,0.50000,"(5,)",2801,12496,0.224151728553137
5ba66480b6fe4da2920b6226c07a8b3b.las,07-Apr-1988,Chad Power,LSP,-999.2500,14,8,True,9105.50000,9404.50000,0.50000,"(5,)",653,8386,0.07786787502981159
759c85b114444c8aa404264f50bb5e80.las,09-26-1997,Oil Exploration,WRF,-999.2500,12,9,True,6951.50000,7291.50000,0.50000,"(5,)",701,8172,0.08578071463534019
1e38232af3af416c98a1346d66107ca0.las,05-16-2008,Ocean Petroleum,TLA,-999.2500,17,8,True,8286.50000,9242.00000,0.50000,"(5,)",2246,32504,0.06909918779227173
4ca6531db71a47e5940fed23b91777dd.las,"Nov 13, 2004",Deepwell Energy Corp,Johns Wireline,-999.2500,11,9,True,4622.00000,4901.00000,0.50000,"(5,)",1099,6149,0.17872824849569036
dda638641ecd4f8f8032d4c3eaf7f259.las,2002-04-26,,BaH,-999.2500,20,8,True,7188.50000,7440.50000,0.50000,"(5,)",520,10100,0.05148514851485148
287f3841a2d941f19baa22cd506d61ea.las,02/11/1986,Steven Power,LSP,-999.2500,16,9,True,6763.50000,7136.00000,0.50000,"(5,)",871,11936,0.0729725201072386
f94b71b7984044bf82da51c9ce178fae.las,12/16/97,Demont Energy,Special data,-999.2500,18,8,True,4288.50000,4635.50000,0.50000,"(5,)",1992,12510,0.1592326139088729
71b9c71536c2440c82d6eca5a035bc73.las,"Apr 20, 2011",Oil Exploration,WRF,-999.2500,14,8,True,7895.50000,8635.00000,0.50000,"(5,)",1597,20720,0.07707528957528957
84a1d803f460421d861d7abf1acd5130.las,2016-07-06,Chad Power,WRF,-999.2500,14,9,True,8330.50000,8604.00000,0.50000,"(5,)",555,7672,0.07234098018769551
e0eebb8388eb458fa26de7b58b79b281.las,19931202,The Oil & Gas,Specialized Drilling,-999.2500,18,8,True,8005.00000,8282.00000,0.50000,"(5,)",613,9990,0.06136136136136136
a93a88d2e33c4ec6ad1ab4e2ae797dce.las,01/25/2000,Oil Exploration,BaH,-999.2500,18,8,True,5080.50000,5314.50000,0.50000,"(5,)",853,8442,0.10104240701255626
d9d42051df30442092e97169e6b88a33.las,05/09/86,Con Resources,TLA,-999.2500,17,8,True,9078.50000,9681.50000,0.50000,"(5,)",1313,20519,0.06398947317120718
45fd2e993d98405da0140ed902911953.las,02/14/09,Chad Power,LSP,-999.2500,12,8,True,7150.50000,7325.50000,0.50000,"(5,)",367,4212,0.08713200379867046
52f58fdc0c7c41bab346fb3e42a8b919.las,1994-10-09,Ocean Petroleum,SQR,-999.2500,10,8,True,7137.50000,7407.50000,0.50000,"(5,)",544,5410,0.10055452865064694
858af715a32a4ecfa0af5178c6670c5f.las,18/05/2011,Steven Power,LSP,-999.2500,18,8,True,2881.50000,3242.50000,0.50000,"(5,)",907,13014,0.06969417550330413
e343a5cdaf1441368916f90e573f7ab6.las,"Jan 19, 1988",Chad Power,Tool Diagnostics,-999.2500,16,8,True,5424.00000,6024.00000,0.50000,"(5,)",2473,19216,0.12869483763530393
1c9ae580fd694749920151854f0ad659.las,01-02-1987,CompletePowers,Downholeloggers,-999.2500,11,8,True,2899.50000,3056.00000,0.50000,"(5,)",346,3454,0.10017371163867979
7da5e100b6124ad8a0262ce79cbb0d5a.las,"Jun 02, 2019",Specs and Mobility,Super Cool Company,-999.2500,12,9,True,5317.00000,5665.00000,0.50000,"(5,)",883,7536,0.11717091295116773
e48ea5ccbf4f4464bb30fd2706d1a9be.las,19990511,Boa Energy,LSP,-999.2500,14,8,True,7389.00000,7724.50000,0.50000,"(5,)",754,9408,0.08014455782312925
55de7429048a480d9192606fca60884e.las,"Sep 02, 2006",Kangaroo Ltd,Johns Wireline,-999.2500,13,8,True,5345.00000,5535.50000,0.50000,"(5,)",748,4966,0.15062424486508255
d935db9bde5e430faf09dee388a5c0f8.las,20221214,,LSP,-999.2500,11,8,True,2753.50000,3075.50000,0.50000,"(5,)",907,7095,0.12783650458069062
542856545cc74971ab4a1b271a706d2a.las,06/18/20,Rock Energy,BaH,-999.2500,19,9,True,4383.50000,4602.50000,0.50000,"(5,)",872,8341,0.10454381968588898
06da48c78e6e4e1095bf12be7053fb3f.las,08/03/85,Deepwell Energy Corp,Johns Wireline,-999.2500,12,9,True,6826.00000,7132.00000,0.50000,"(5,)",817,7356,0.1110657966286025
05360fcd060e4183bb33f5fe50d4d1b3.las,09/15/06,Basin Resources LLC,TLA,-999.2500,11,8,True,4577.00000,4855.00000,0.50000,"(5,)",572,6127,0.0933572710951526
7adabf03f8534bf68765d69b635e2f0f.las,09-21-1996,Deepwell Energy Corp,Johns Wireline,-999.2500,18,9,True,2368.50000,2596.00000,0.50000,"(5,)",521,8208,0.06347465886939571
317491cb93f74461ae47415e59d250c4.las,"Aug 09, 1987",Con Resources,Johns Wireline,-999.2500,18,8,True,3390.50000,3782.00000,0.50000,"(5,)",895,14112,0.06342120181405896
8c190a4a479e4bc2b7119488ba11d79b.las,01/26/88,Oil Exploration,TLA,-999.2500,10,8,True,6493.50000,6751.00000,0.50000,"(5,)",1027,5160,0.199031007751938
07b6a9c7187a4bc3a160a26c750066af.las,19980614,Exploration Inc.,Examine,-999.2500,17,8,True,4524.00000,4845.50000,0.50000,"(5,)",782,8432,0.09274193548387097
9712423502314bff87aabfc423210e70.las,1997-02-07,Deepwell Energy Corp,Super Cool Company,-999.2500,16,8,True,2563.50000,2867.50000,0.50000,"(5,)",709,9744,0.07276272577996716
87650c3c40f844a3b4c6a83488b1634a.las,"Sep 12, 2018",Specs and Mobility,SQR,-999.2500,14,8,True,4702.50000,4836.00000,0.50000,"(5,)",559,3752,0.1489872068230277
0da66e1cf8b842eaa11e92196f5ee9d5.las,04-Oct-1995,The Oil & Gas,Tool Diagnostics,-999.2500,13,8,True,2575.50000,2714.00000,0.50000,"(5,)",500,2795,0.17889087656529518
cd179675ae654f719c315e31d0200df4.las,02/23/99,Lake Energy,Johns Wireline,-999.2500,14,9,True,5564.00000,6336.50000,0.50000,"(5,)",3214,21644,0.14849380890778044
2b013c22a51a4bee8ac2164d4782b636.las,01/01/2004,Exploration Inc.,Specialized Drilling,-999.2500,11,10,True,3640.50000,4074.50000,0.50000,"(5,)",1076,9559,0.11256407574014018
