well_id,unsup_score
1e38232af3af416c98a1346d66107ca0,0.35000
1e964686c9614fceb65abb1c9ea81ffe,0.00000
1ee28d636c2c4fbb9bd54e0ad4ea7844,0.00000
1fb2f7b60fe347e28acf5c0889417c62,0.35000
1fc54168c419478083772e187deb8a8b,0.00000
20d7e591f5584e95b1c92420a8c861eb,1.01200
20d8a6f7e09243d0bba618028fdf62cf,0.45000
216119e0662e402aaa26caeab7aaeef3,0.45000
21c24bf285904f7fbfadb4d7e0d596b3,0.70000
21eb8e5aa5ff476e921329770a693d54,0.35000
220df64397d9467f9e44c39d30f67133,0.00000
22819c615bfe46a59c1435440ce54073,0.00000
22af30f94826496a8a49403c1d17d464,0.00000
22ea0efc83ad4a83aebcb6f79b8f72f2,0.00000
22edfbafa9cb481886f10de541912679,0.35000
231901bdd3c24ea5a0db4b34c84aeafb,0.80000
23468e3552ba43a9b0fc29eee3a6344b,0.00000
23c85adfcc324699a0012c003f26ceff,0.00000
241802c0e52c4827a6c6ccb619da8936,0.00000
241caa85c9484fad8fcb1a50c4522ed2,0.45000
244bc595e36b4aa68f9ad81f4418bcfc,0.35000
261246ac08124561a5c2b4d4aa41369e,0.00000
2621dff689d047abaff0ac05b0cf0c8e,1.04400
2690c682297a450dbb0612f93f0767a2,0.00000
27521b796ee4417e99ae52a8cf0767d0,1.80000
2796249facfc404a80e3e48e4d4368f0,0.00000
282c01bb93b94fb9b89718874203db76,0.00000
287f3841a2d941f19baa22cd506d61ea,0.00000
28a07f1a9af84d26bd2ddfdf283c5ca1,1.80200
28a1ff20e15c4c78b604b62fdf2e2cf9,0.00000
290f15eaf8364088936029a241186980,0.35000
291ca8b6d90f41029862f8723c53e75d,0.00000
2a25bf93b31c47f282c9c2fe9949a115,0.45000
2a775616226f44d6a90bdb5e2d258223,0.00000
2a96ae191a03486c8fd3c24973418708,0.52800
2aa0fc483f214096868dbca4066eacd9,0.00000
2aa513d031414266b7ca119b296cd018,0.97900
2ab8df932fc74dc8856d482da4908da1,0.80000
2ad69e44683c48b4a02f167f029e496c,0.00000
2b013c22a51a4bee8ac2164d4782b636,0.35000
2b8785d563694c829872490c4e4393fa,0.70000
2bd5da58ed7040feb8c95112142dd7cd,0.35000
2c2917c9074446fa944f3d998f0e07d3,0.45000
2c2f3d1dda154e509939e77646323de1,0.35000
2c840bb750554c1b846940c04240cbc3,0.00000
2caa5d1edc254f8ba97a0a6d42f894d5,0.45000
2ccc524fba7140079c0b05c9509bdd3b,0.35000
2cde6c0bff7844ff99ce40df4be36d7a,0.45000
2cf6e99afe504e0a8aba7fae8dfaa7dc,0.45000
2d0a0bd6fb914ec7aee8db5561971d0a,1.45000
2d5a1b2d1f3945eb9a4b2042c2be3886,0.45000
2d9b42ff2f6742139830db95c7915ec1,0.00000
2da2db0656e14cecb9a6d1013879da47,0.00000
2da3fb13245041dab9a11b928a30e50e,0.00000
2daf991fb8954eee9bac8f5953dd944f,0.00000
2de8019b0c8a47d5a79264d63e3e77c5,0.00000
2debac8b28fd4a21a80d68cb788ff99c,0.00000
2df2a3b6d750407eaa705b853f8858d7,0.45000
2e33364b8c13471b969a6a93565f84e0,0.00000
2e6315fd30534ec99db4fd76f222c24e,1.08900
2ebcd3a714db4a759f755816aee11181,0.00000
2efac2566afe4405bc3f04cccba86889,1.80000
2f308ad4973b4867a164fd93a421f13b,0.00000
2f7a0d2b4d4445f7b2819f350cddc5f1,1.34100
2f84f2786f5243a2897f15e94f2f7c9f,0.45000
3020950e02da4aea9dc8e2cdad25c4d6,0.45000
309ad0a7a60d426ba4cae964750082e2,0.00000
30e47956dae642edae3d8b6100a6dd57,0.00000
30ec6626e5f64547b0bbfca81f2a7272,0.00000
312151292209410484bc1591484ec9ff,0.00000
317491cb93f74461ae47415e59d250c4,0.35000
317ee32837774f5fa1a7bde4747f6f0c,0.35000
3198e2869ced495a9bba5462969a6f88,0.00000
324bd097e52d4c298607560e6d6ca63a,0.00000
324f0f863dd0458ab607a249eab2d2a0,1.55000
333a745b78a14bb396c4ec002f45ff09,0.45000
33728e6e47f2467a9888fc375c2c7f4b,0.00000
33aa298d8617412c878686ccd5babcf7,0.35000
340840e246114f858b334e5fa2d43e73,0.90000
34126618c487423ebec6dac4d543a3e2,0.35000
3422e18a242743b08ac48163fded0a29,0.00000
3468de608d33496a8ef0ca763197add0,0.00000
348cced7e4cc458fb88bb37c05500029,0.57200
34a3203b88ef48449105cfb7ced843c5,0.80000
36a2cf6d2d61405e836e9c94d427ac36,0.35000
36d22478908b4f5fa7fb13518f025592,0.50600
37039392ff6245e4a5e9be691d43bf7a,1.25000
376b6e0c18744bfea8ad87933aae16e2,0.35000
3821cbcfd6024b2181d7849ec6d7bf9f,0.45000
3870e29d2fc6438ea68b2aa5d015c47e,0.35000
38ad07821a184f7bb07195632e33f824,0.00000
38bcfa37850144e98d55aa2b820b090d,0.35000
38cbf12a66df4cacaf8521624e92731b,1.80000
38d1f95692f24bc58bcb6d2aab266300,0.00000
38f6d9ad73b4427b855a3bb8f56524d1,0.35000
39447fa3c42343ba987784d1c23f723c,0.00000
394e8092fc0447788cfd0049cd5df245,0.45000
3971e3a3055043c7bc6e2256010cf7f2,0.70000
39a43c6195b54e1a80b5a217a7718942,0.35000
3a5aa1fa232d4dd8b93bb7e9a65bf68a,0.00000
3b110bf28b1c4276ad6090a4505b18cf,0.00000
3b1a1ea3dbb4479ab07954aea3d3955d,0.45000
3b632e78ee064229a56838341a7488cc,0.35000
3c099b8df0eb45d88f5acfc2592f7f6b,0.45000
3c5f9d1a865644a1b1bcb9dac37fce68,0.00000
3ccdc50ac2bb4b22aadba77869c47fe8,0.00000
3cec552899cb4bdba44391ff728177d5,0.70000
3d0592dcb4b84262a00865191b852821,0.49500
3daf6887e60641cf9ebf38dddc6cc705,0.40700
3e5d3da1f62747048234373cdb6b2be7,1.55000
3ed2ed8ed5ac4faaa75c930912052181,0.00000
3ee9dfef4f714dd2b5ef92eae0659c10,0.35000
3f0dd41f831b4046b6f8738ea0c56e48,0.00000
3f0e5d2fa69c466bbfee04d9b76d2eb0,0.00000
3f1aa9eb002f4fb6a10e669c982b802c,0.45000
3f46309b1b4747a8a1f4d3dc336fd442,0.45000
3f49b4279fac44e6bba49efd27f32484,0.00000
3f617c3ff81940e18d36b4e544ffe7b9,0.70000
4069730a6f364e2cbbb6758fd742a116,0.00000
4144d921711d4de382a0268439d3d844,0.98900
4146652502cf4faa81e8df6863bbc9ee,0.35000
41824c42f8c14b8bbfcf90a04490caa4,0.00000
41e450058e964069b34c95bab2fc5b4c,0.35000
42cfe71ea9ef42b9806b1b53ec5f81e7,0.00000
42fe1db43ba749a0bb26be4b0fa3f063,0.35000
4343c76850f9400f927bbec05d5d23ff,0.35000
44cdd62f38d74604b778b295fb213583,1.10000
44ddaeb988ae42a684992aaa52f31197,0.45000
44fdb519f0b145feb5c20a438635860b,0.35000
4500f4c604934ef79cc07df34b0d6e24,1.43900
456ef2e2736d402e9c36d07850fc13aa,0.00000
45cc1d9ac3ab406c9bf175a88e1b8c8a,0.00000
45d1eef879994ee3a222c7c5046c7a40,1.23100
45fd2e993d98405da0140ed902911953,0.00000
4669f25d04c6411386f1a9316aca993a,0.00000
46d9f92f2ba24730b83c80391ac3bfb5,1.90000
46fdcb16c5ec4a30844092254a0e11d4,1.37200
473c1543e8ca4d3dba3e8e3af575bad9,0.35000
4747cd776421453f9dc049fd745f2421,0.00000
47cba280f1e1489c88eacdb7e10f3ccc,0.00000
47e7976204714447ae55352833554499,0.00000
480f3497bd17407dbdc756d8debe967a,1.75700
48873c5bc8e4442ea76f052ab57ead5f,0.45000
489eb2fdeba146a7b0ab9cc935316b0c,0.35000
495f3e95640a4190a645d1573468c397,0.35000
498a0b59772741b98e097fa40dd77078,0.80000
498f4a160f7f4b55b0612dc0aab4d869,0.00000
49e8651c22cd4c34a383f0b95e3f0d2c,0.66000
4a22cdb58e7a48658c202066eac50392,0.80000
4a6f361ce59541a0909cb6c6b5d594cb,0.00000
4a86fdc7116d483293eab27839d0df90,1.10000
4c086a70b71e44f083d84b5a556078b5,1.10000
4c1b4395b3ac4e14b03fab48ccc695f8,0.00000
4c8ee9cddce340dabfb3da822074d83b,0.80000
4ca6531db71a47e5940fed23b91777dd,0.35000
4d0f6c870f3149e6a1887b0f96d50c56,0.45100
4d40338bdba64869b81e7902c063b8fc,0.00000
4d5a3587bae64d97b79fc5b42df73a07,0.35000
4d62054a58df4d9abc18ad6b5998c8b0,0.00000
4e0238e587a64b268ac97999d9fdfe82,0.00000
4e5e15a9d6074298a699df5f0480183d,0.35000
4e5f407c4cc34df69b41057ed8d1eb55,0.00000
4e7b4589bb5941d2bb4a9aa9783ee247,0.00000
4e833a953f0042b18ee1367ea10f9630,0.00000
4eba0de8fde14e248eb5151fadc6912a,0.35000
4ec72489709d4d5ebd41d6a840367871,0.00000
4f21e76230644c8a84e6b8cd65df7d1c,0.35000
4f368356fa72492abb5119e83f97372b,0.35000
4f9ff3be3fed4df3af52078b74d232c6,0.00000
4fd374b21c0145c7ae00d42c89595345,1.24100
4fdf95e035f04abb833353067d29d6be,0.00000
4ff18413882b4f7b9e353d1e37f81fdf,2.25000
50aece47871b4721932e32d72c2cecf7,0.35000
51d67e83f6ca4d668fb9066d8e8d6009,0.35000
52783ab017664d4cbf39dd34d8546232,0.00000
52f58fdc0c7c41bab346fb3e42a8b919,0.35000
539f2c800b114ba2b2fdf211c2eade04,0.35000
53bca4d0836c4e0faf50675eecd55a04,0.35000
5427837d8af9459c9c2dea9540763562,0.00000
542856545cc74971ab4a1b271a706d2a,0.00000
549df0e89dab4a2292bdf2c142fb9486,1.06500
54c1f8ba0cd2454ba58ed1093c7a8429,0.00000
552b4b4b5bff474293d9226c8af380c5,0.00000
55c41398e72049708f03c2100ba39915,0.35000
55de7429048a480d9192606fca60884e,0.80000
56a19b58cf5b4ae4882ef5d8ed75dd53,0.35000
56c5b84a2add4ec584d015e58a42ce39,0.00000
57ae68e48f8c4a05985f35a415f1cb84,0.70000
57d3bfec47da45c7b3898f32332bc647,0.35000
580878ae7d3b4a9b860bded4c109178a,1.08900
580a1915d0cd40358caf8aff73a84ca8,0.00000
5813ee6e470647cfaac17f00da75588a,0.00000
584468aba38248759f0c1c655eba22ef,0.00000
597035d82cfe41faaebd924b13790157,0.45000
59b2f1d6ba034624a79f192c6be277a0,1.00100
5a058a96ecea40979ba33cb5b6c1d4e1,0.45000
5a1f27572e304c3580f9a587c080e8f7,0.35000
5a5bc1b1ec7a41f495f1872c851d19c0,0.00000
5ab9bd5da7a3447a836707fd8a167bea,0.00000
5aeab6677fec456396735cafe67cf3d4,0.00000
5ba3e39a59ee49929bd438421204be20,0.00000
5ba66480b6fe4da2920b6226c07a8b3b,0.00000
5bbe373bfd6c45419636f78b11132a4d,0.89100
5bc090d0b99144f388696d96f3ce4f90,0.00000
5c1b1ab940dd4d678a3e8172c959d169,0.00000
5c6831af3d334e87b4464fbac45ab7fe,0.00000
5ce87b43506346b6a94e20ba64e2ed93,0.35000
5cf62d76879f4c5d8dab9ecf3507fc84,1.45000
5d3fc580b44b4ae5a5d7801c5d8888ca,0.35000
5de167660cc24edca73994c434f21321,0.70000
5e57ba7cb843402a95f31e7f559d6a8c,0.00000
5f496ea5da694214950e2091a6cf00c9,0.86700
5fcc58da7f5844268fc6e014c94c9b65,0.00000
6001c06ed5a640b79929ace7290a1175,0.35000
6041687b8ec940608547bcdcccbf005d,0.80000
60c98f31baec4aad9e1222a464b317d1,0.00000
611d0b610d91482db907dfd8a97999c1,0.00000
6148f8bdf2094c6abd3a70397cb07231,0.60500
61e37414cff24f0ba822aa2fcc3969b6,0.00000
61fd8e88a5c14df1b220c525fc7c492c,0.00000
62015f20333a43e591af13e66f9d02ce,1.55000
6253f321f65c41b1af1c3247f259bd4f,1.10000
62e32941223743bbab32b0994bfe3ddd,0.45000
6387711641ea47c2a643f5d0b187c8b4,0.90000
63a86acc883340639a64b1c40e76f9a2,0.35000
63aa4108bb7f4854ae176f6c049aa4ac,0.35000
6402dc49685a4a4a91cd22d3f7a2b371,0.00000
644bd403a9654940a3ffee327be532fb,0.00000
646402015f8b4a788c74ae3a0c731d96,0.45000
649ed8edc00441f592c5c2cd925be7a2,0.00000
64e4f8ccf1c8453588866376dfc935b5,0.35000
657d1a739faa4004a66285db8c8e49ec,1.45000
659d56e6ad2b4a16a3e0178843c1feb5,0.00000
65fd04818b674ff3b9582c342a295ae3,0.00000
664dc7b84b3340b38ea0848eaaa45121,0.00000
66994dcf53a44af5bf2d9900afde905a,0.35000
66a8190e6d374fd882a13e54bf5aae98,0.45000
66d670bb1c52489b8e300060ca40bfc6,0.90000
66ed2ca2f9e5451395d67f12ca00564c,0.35000
6724b5d5cac440418e54a451c33ff1c3,0.70000
67727a7b84d8479da3ce84c19b9e0341,0.45000
677c30fcaac54bfc840aedb0e209f3a1,0.00000
67f3a97e674d4c2a80c0b2b27e20fbe2,0.00000
68e810375d1449fba91f9c65933a9709,0.00000
690c9f8cc0d7411e87cc78d3f46643f1,0.35000
694e0d0be3de4ec5bdd9f30732acc196,0.45000
69b5a2341d5f4b2095cdec434860e8ce,0.00000
69caf4245971407c9aa6f3ce57961629,0.70400
69f6c904ae8c4b83a4cec49f3f806bac,1.10000
6b248910e02a411c8f460ce76957f035,0.00000
6b2ba1842a224d9eb5718401525ae7f7,0.00000
6b6247d738db40859f689615c36e1517,1.07700
6d8ddf0099f0436a8bc068ece3a68517,1.10000
6d9eba32ed7d48efaf0f7d649c17ec8a,0.00000
6de968567d204c36880503c0276e5935,0.00000
6e0d172eddcb40edae1cdafa223f5e02,0.00000
6e96490441444631a1c8ec7c6c41a71f,0.45000
6eff62d89280468489074cfa7ebe76ff,0.80000
6f27aa98a82c4bb58b1125c2d4da24e5,0.35000
6f2b992307834b9aa68ccc90a5abff0e,0.35000
6fbdd8ffe8f444d7b7338764d20a5c98,0.00000
7025805b33374f0681afe8cbd53ccd41,0.00000
70507a3c6850452bb65eff7a893cbde5,0.00000
70ba73f530784082a18b30f072acf765,0.45000
70e179d08bd04b34ab197839ada14bc5,0.00000
711c6956c7684f66858370aa3f1f7920,0.35000
711f3ee479f949f8afa0affeecda884d,0.00000
714d794f9fba4e75b37d674b36806b5c,0.70000
7159d21d35a644d78ea96ac19f49b47c,0.35000
71b9c71536c2440c82d6eca5a035bc73,0.35000
71c8e8b3c5764cad8dabd74399406254,0.70000
72134cf142ce4570b6c9dd07093ddaa1,0.00000
7405be281326458086ae2b06b4138d45,1.73500
744e31a4d43a419ca3e777ebb4bbb3eb,0.00000
7469d6dc462a4929b9881fd429ca163e,0.00000
7485491f4add4249b731b80c4321f849,0.45000
74afb3fc3c1e4d5ba9c68eeaf4256f22,0.00000
74db524c584d40e4abfe9a9e4126f33b,0.00000
751ea7d213bf4e21b7d7757d65440cb0,0.35000
75365fe5896143f29a864c5b1011261f,1.27400
759c85b114444c8aa404264f50bb5e80,0.35000
767ebdeae1304eb88948607046e7c3e4,0.00000
7793cf107fb24b25a6e0d412b742505a,1.10000
77a4d3c6db2b44d99d7a40a73901ead1,0.45000
7801cbc7f02d46b29a2481ab87c61a14,1.90000
793ca42a450e411da150ae1a9f1b0d3c,0.00000
795d056ed75a4638afc7205f2d1ae0a2,0.35000
79653a8c36454549bc6ffae009d86773,0.00000
799a71d81ba640b2ab0c853186755792,0.00000
79e991ba37f74e228cde0aac59ddcc90,0.00000
7a7e4b78a0c84c2bb8aa18d9dc347735,0.00000
7adabf03f8534bf68765d69b635e2f0f,0.35000
7b40dad206a945ae939590ab2ecbdb12,0.70000
7b53af6b43f2472ca050cf8e87461c8b,0.00000
7b964aa8d0bf49faa2bc24edfcfb630e,0.00000
7bb144bc545b49b489f1901ff410f9a2,0.00000
7bbec0f9363a40f0afe6a68f09d42dce,0.00000
7bcefca6719c40cfb2ae619725b7b304,0.00000
7be10a7ff6e24e4f9803fa0742c91c68,0.00000
7c2c508766b946bda6131cb5ad981c23,0.00000
7cf6f7f9bcf0462bb31cafb795406bda,0.00000
7d2cd7cab9d841ce9433e010585f33d2,1.10000
7d3cbd680e4c498c947ade2eb9ee0359,1.10000
7da5e100b6124ad8a0262ce79cbb0d5a,1.55900
7dcae6b79ac84176a82f4725f02079fa,0.80000
7eacc63c466c42238199c258289f7023,0.00000
7eae21206de6493386aa9ee9c4a09b68,1.45000
7f5968bc6a374a42af17251cc7fcdbff,0.00000
7f7fd5accd1146558e521ff393ee34c2,0.35000
805e216becfb4c13a0fca5085bf57f3d,0.00000
808d741861b242c39d1acf866eb9dc9f,0.00000
8123dd70a6314b6aae42f6de34902eb0,0.35000
818bf7b67ef541cfa3e625cbe4cdffb0,0.35000
81b5dc9199ca434cb8add24404ca6edf,0.45000
823e4689ce9b41ec9376ca9c1c0a4d0e,0.00000
828473f9a393442c935c7177f065b632,1.55000
8290ba756cc54703b8a687cd7d945b18,1.55000
82b88d129a9c4bab815831863cf87211,0.00000
82b9baf59f84471ea4f39aa71cb67d49,0.00000
82dc3f19692645bf97d0d3e8c640af14,0.45000
83bc5727d821493da09e8887373a8e86,0.00000
83f204704cd041279f697d51b9ded9a0,0.00000
83fd2e7dc9dc4a2b8600d4628595cd60,0.00000
84a1d803f460421d861d7abf1acd5130,0.00000
84ca01c4e95b4b19b752915c6d486abe,0.00000
8527651d6336490e989e84514eada34b,0.80000
8560f50b32dc45c6889aac5ad43dbc25,1.06700
858af715a32a4ecfa0af5178c6670c5f,0.00000
85f7686a35b14fffa6af690a94f7d603,0.00000
86180afe35394d7dbd09b696ca93ed95,0.70000
876318afee794392b4c68e75315c610e,0.00000
87650c3c40f844a3b4c6a83488b1634a,1.15000
877c8e4acda041fab891b3b63bf0b315,0.35000
87fecbec98c04858a264566508d8288e,0.35000
881938024e424ca5bad68e59aaa1bc1f,0.45000
8854657aaa564d119d83a43683a62b9a,0.00000
88c74b463cec4dfb905ae3fa1278dd29,0.80000
89256da6f65347c896240bc5df6e3f91,0.00000
89450217f0bf4a2283fffef463075366,0.45000
89494fdbeb9141f0b68657063292ca51,0.45000
8952f80d33dd4ae89b5e5401f0e4e358,0.00000
89a88982f6b0403498073e64ae5a6498,0.60500
8a684971d7494407bb79a3964bfac88a,1.45000
8a714176c3e44b0ea8bf6ba928a38185,1.15000
8a72ee592ca74c9b8ee59e06e954f8f0,0.00000
8a797252026646ae834dea41b42366c3,0.00000
8c190a4a479e4bc2b7119488ba11d79b,0.00000
8c4ebbc892ee48ab888c12e097828554,0.00000
8c9c30fd606e4af5a20ccc7c4d31c0e8,0.45000
8d00d28949324c9a86e20db0f55006f3,0.35000
8d12c9a7a436418e8dd3670223c5bc8b,0.00000
8d40a640d18c40b9bd47cd0980e6c7e4,0.00000
8d4944290cfe4370a7ae913decbf6bb4,0.45000
8d57188741134144a200721a1edd8f78,1.10000
8dc2832dbb3b44c2927fa6c7dab732f3,0.80000
8e2d55fd74694adf959871faa86fcc00,0.35000
8e68dae41fac463aaa794c8ae83b37c2,0.00000
8e9cef66b8bc411b97488227a7877bf0,0.00000
8eda5182c4e549778297f6d35aa7845f,1.10000
8f9f3038baee46cbaf8320876f96cfc1,0.45000
900d6df759c44f4aa5c141879346a0fe,0.45000
903f9bb045c340199157c6771277b7d8,0.45000
905fd485c2c24868ab120044ff5b9f34,1.55000
90766d71506a4d05943bc9088e1778c4,0.00000
908108bbe27944caa52725be57dedd41,0.87800
909ff1c56be54456a93755cf30ca5daa,0.00000
90e2c31854a54b40b092144a15b3d7ff,0.45000
91564ccaab1345f19bb5c2d4ce845ec5,1.15000
91600b5bfe814aaa9ff7736db94d3878,0.00000
91962be3095845ed97e0199b3f0c2446,0.80000
92683076debb4cb7a880bce3115aa783,0.45000
929a8b56055242d1a478e9686eeb500d,0.00000
92f6f4312ffe44b99dbe7c9611443bc4,1.45100
93258a8220514a6e84efbce07f5b20a6,0.00000
9336a5b2827143368634523d62391d96,0.35000
937471db8af84267b3cafafa49ff5cb7,0.45000
9374f1aabd0d4c5ab65bfcfe0f85e1ab,0.80000
93c0eaca1dc04ac4b8551a9095827645,0.00000
9442ef2e2bd74da8aa05939aacee6d13,0.45000
946558f722d24a6f879fb967cef5054f,0.35000
94aa46c74aa14b54b8e52d170f848b45,1.10000
94afdb4ea7d143b68059b30d3bfaab1a,1.37400
94e1fca20c4741099162ce7e867eb8df,0.00000
95ebc9a5921a41e79cfd5fae3e5e2789,0.80000
96119ba902094fcfa17d764ad1176dbf,0.35000
9619ae3f5756441880486688f02c447b,0.35000
96cfb7375392410c91bc8677eaaa3bfc,0.00000
9710ad84d3344403ad1d5bcf0dd97b86,0.45000
9712423502314bff87aabfc423210e70,0.00000
971c3664e4af4d0191c677355d6ea76e,0.00000
973d1b7e559b482fb906dd9bf550cd33,0.80000
97c36c0b1d1945bfba8e053809101906,0.35000
98a954e064214add831ba4749a3c7296,0.00000
98aa171bfabc4404a601d4ccee30547e,0.35000
99d401e61226485d87b7823f7a8bc480,0.00000
9aa9c39a089945c497f1939d80d1692e,0.00000
9ad37eadb773417193123801d335006c,1.35100
9b5d3dd783e54e4ea2d429c6fce0916c,0.00000
9b9966503bb3493fa6b1954015600a63,0.35000
9bdb942bb29a49bc892003d60b26b340,0.45000
9c12cfcda50a44458d1a0649aad4191f,0.00000
9c6f43f15d244502a35831ede7e58d29,1.55000
9ca4c9a19aed4960be08aaadad293e43,0.97900
9cb99c1d34d443ac97e92d706b4e05ca,0.45000
9cde2712a4b84972b695628912fa93b6,0.35000
9d2b909d12094dcc9d85675c1e3acb52,0.00000
9d3773700e304fa69afbc87b592665c3,1.10000
9d3d8e598c0f4528b7b7324503f4556c,0.00000
9f1930361439466e8a2d227cf700860b,0.00000
9f45e20d5f0a4ace82d5f28617f76080,0.35000
9f67d2a0837848f8879901fcc8555da7,0.00000
9f932f90e3684011ad32261d50ed82d5,0.00000
9fc86c3b4c4741f389afefe1d9c9a2d3,1.34100
9fdd132450e64b77984c4e4588e079be,0.00000
a064604070b843c798d37bd88bbff284,0.00000
a0e28777844d46c1abec5380b4b07649,0.35000
a16bd326bbcc459ca1e8210d28e5c01e,0.70000
a26eef2210ca43638ab7b0067de040c3,0.00000
a28e37794f574e2f8152800af0040424,0.80000
a2cbf46395b34ed49b852d0ea172a262,0.35000
a320d645e2054123a82b3669793b63f3,1.45100
a3cf6645ae064d76a242f86d9972d175,1.45000
a3d28d0e14cd4f58a4d251fb3389dc2f,0.00000
a41cf0f4f5dd48388f33b4f6e09be702,0.80000
a438378451494396a456f149f081cc12,1.37300
a4559501a8004d28a9f63b94c481c990,0.00000
a45fca73b84248e4a4ae442da34efaa8,0.45000
